t l_Lp l_Lp_1 l_Lp_2 l_Lda l_Lda_1 l_Lda_2 l_awake l_asleep l_Lda_adv
		dablk_2291837690404652628 -> dablk_11224216343464118072;
		dablk_11743710403736893662 -> dablk_2313833707006855481;
		dablk_12445267776688961947 -> dablk_17217118043964656290;
		dablk_13014122521575861080 -> dablk_2796436542947136005;
		dablk_11302406984328643455 -> dablk_13014122521575861080;
		dablk_18350049813005337308 -> dablk_17332432126667533476;
		dablk_7586486743541927414 -> dablk_12950706953879538568;
		dablk_10234470303158875059 -> dablk_15429177161287360092;
		dablk_4388596586233238717 -> dablk_15857141725325945006;
		dablk_10541023869738274600 -> dablk_5104071703851045682;
		dablk_6366184621154771086 -> dablk_14962701261876743233;
	}

	subgraph cluster_G_p {
		style=filled;
		color=lightgrey;
		label="p-protocol";
		node [shape=box,style=filled,color=white];

		pblk_8630606227001159212 [label="e=184,votes=75"];
		pblk_14767051252037568496 [label="e=76,votes=15"];
		pblk_9663499929086768621 [label="e=258,votes=75"];
		pblk_8434939636810511718 [label="e=59,votes=75"];
		pblk_10236914702760019856 [label="e=199,votes=75"];
		pblk_15973830511221078977 [label="e=188,votes=75"];
		pblk_13743645840253794849 [label="e=20,votes=75"];
		pblk_5985537496248385481 [label="p-genesis"];
		pblk_5907153114815985501 [label="e=131,votes=15"];
		pblk_18363469607677717259 [label="e=282,votes=75"];
		pblk_10196234363465281345 [label="e=253,votes=75"];
		pblk_9981587160826775472 [label="e=147,votes=10"];
		pblk_3818846175186478134 [label="e=112,votes=15"];
		pblk_3563424340122249680 [label="e=338,votes=75"];
		pblk_6612608867417912058 [label="e=160,votes=10"];
		pblk_3101617456640879481 [label="e=11,votes=75"];
		pblk_10985144497779883415 [label="e=21,votes=75"];
		pblk_1791869103187171554 [label="e=227,votes=75"];
		pblk_9301203256619592567 [label="e=262,votes=75"];
		pblk_5442389009872610177 [label="e=5,votes=75"];
		pblk_15395936004395394308 [label="e=333,votes=75"];
		pblk_6940540218507534735 [label="e=195,votes=75"];
		pblk_3652921967192181165 [label="e=234,votes=75"];
		pblk_8699107560449136546 [label="e=341,votes=75"];
		pblk_4102917896938788828 [label="e=274,votes=75"];
		pblk_11166592044445765902 [label="e=136,votes=15"];
		pblk_16486106447017789037 [label="e=219,votes=75"];
		pblk_16251487567454700834 [label="e=260,votes=75"];
		pblk_16169899571704377516 [label="e=255,votes=75"];
		pblk_4016143845193446009 [label="e=216,votes=75"];
		pblk_6506585264382514697 [label="e=28,votes=75"];
		pblk_8494929708167511697 [label="e=306,votes=75"];
		pblk_11410807599154852512 [label="e=63,votes=15"];
		pblk_11146708318223330456 [label="e=140,votes=15"];
		pblk_7760110910856312038 [label="e=70,votes=10"];
		pblk_4764032964729111133 [label="e=271,votes=75"];
		pblk_15684611592285336104 [label="e=183,votes=75"];
		pblk_14905860892503315219 [label="e=296,votes=75"];
		pblk_6187519076053117576 [label="e=197,votes=75"];
		pblk_13855675266924077567 [label="e=212,votes=75"];
		pblk_149394209390491328 [label="e=326,votes=75"];
		pblk_9288048112035441450 [label="e=24,votes=75"];
		pblk_10680354656055650514 [label="e=346,votes=75"];
		pblk_17332002476325482620 [label="e=335,votes=75"];
		pblk_17756396129431288578 [label="e=35,votes=75"];
		pblk_6658845438145330501 [label="e=257,votes=75"];
		pblk_16402615335374209380 [label="e=340,votes=75"];
		pblk_7953556462159348650 [label="e=299,votes=75"];
		pblk_17381832293132395283 [label="e=191,votes=75"];
		pblk_4511772574419858889 [label="e=4,votes=75"];
		pblk_1493862742863225247 [label="e=30,votes=75"];
		pblk_4639051212571619507 [label="e=297,votes=75"];
		pblk_2531406200398476366 [label="e=356,votes=75"];
		pblk_11111239886753843710 [label="e=273,votes=75"];
		pblk_13789158327157885548 [label="e=53,votes=75"];
		pblk_15204287636439533449 [label="e=228,votes=75"];
		pblk_15275606017404654911 [label="e=329,votes=75"];
		pblk_7215244461418446105 [label="e=222,votes=75"];
		pblk_13198240084144081196 [label="e=236,votes=75"];
		pblk_13648618894077967058 [label="e=298,votes=75"];
		pblk_18371561939725533311 [label="e=209,votes=75"];
		pblk_1867264822489153217 [label="e=256,votes=75"];
		pblk_17226079077936886366 [label="e=317,votes=75"];
		pblk_3671081587677713074 [label="e=187,votes=75"];
		pblk_1495068249512434743 [label="e=107,votes=10"];
		pblk_5679577790965164007 [label="e=319,votes=75"];
		pblk_9558489118471192958 [label="e=320,votes=75"];
		pblk_9304782995858038523 [label="e=211,votes=75"];
		pblk_4003750593920685666 [label="e=294,votes=75"];
		pblk_7497154963075969536 [label="e=6,votes=75"];
		pblk_4819981925392964288 [label="e=106,votes=15"];
		pblk_3316250465738304259 [label="e=7,votes=75"];
		pblk_2766063659192573327 [label="e=190,votes=75"];
		pblk_12009055588303699579 [label="e=0,votes=75"];
		pblk_7958620243758871472 [label="e=237,votes=75"];
		pblk_7971984416500986070 [label="e=272,votes=75"];
		pblk_14811713260117927825 [label="e=18,votes=75"];
		pblk_14867038728467810639 [label="e=13,votes=75"];
		pblk_8772939521083055956 [label="e=322,votes=75"];
		pblk_11789211729637107055 [label="e=224,votes=75"];
		pblk_13433107069511620205 [label="e=345,votes=75"];
		pblk_9553114285942235724 [label="e=182,votes=75"];
		pblk_4943818257736216050 [label="e=232,votes=75"];
		pblk_16100790713394925006 [label="e=308,votes=75"];
		pblk_18284838841542871345 [label="e=344,votes=75"];
		pblk_16396330816094252396 [label="e=38,votes=75"];
		pblk_9675693266417934550 [label="e=284,votes=75"];
		pblk_242812878617564731 [label="e=221,votes=75"];
		pblk_11141990039748804753 [label="e=270,votes=75"];
		pblk_3644277004383535777 [label="e=245,votes=75"];
		pblk_9933893158153566930 [label="e=208,votes=75"];
		pblk_9384835646682753727 [label="e=248,votes=75"];
		pblk_14133641071078175571 [label="e=180,votes=75"];
		pblk_8789189490052452833 [label="e=115,votes=15"];
		pblk_7215471351663825760 [label="e=169,votes=15"];
		pblk_6260305857389858942 [label="e=203,votes=75"];
		pblk_7544805037265421470 [label="e=267,votes=75"];
		pblk_7859737175203890940 [label="e=355,votes=75"];
		pblk_9522796053332677763 [label="e=336,votes=75"];
		pblk_8024695347671285107 [label="e=324,votes=75"];
		pblk_17252642569900753749 [label="e=235,votes=75"];
		pblk_4935177723338472482 [label="e=289,votes=75"];
		pblk_8531280487729710250 [label="e=323,votes=75"];
		pblk_17293055087207366812 [label="e=27,votes=75"];
		pblk_12975101581197190160 [label="e=67,votes=15"];
		pblk_16081113696432092672 [label="e=275,votes=75"];
		pblk_5467800982106457613 [label="e=287,votes=75"];
		pblk_5970851039536373701 [label="e=316,votes=75"];
		pblk_11530611494640520437 [label="e=265,votes=75"];
		pblk_13552491163168214069 [label="e=205,votes=75"];
		pblk_7772662922081774823 [label="e=118,votes=10"];
		pblk_8252524585551500961 [label="e=217,votes=75"];
		pblk_10323891577609811396 [label="e=242,votes=75"];
		pblk_6995297618813390480 [label="e=246,votes=75"];
		pblk_1998163693851589839 [label="e=353,votes=75"];
		pblk_4052174450090154032 [label="e=300,votes=75"];
		pblk_4950295381987990735 [label="e=193,votes=75"];
		pblk_10654973839082759040 [label="e=1,votes=75"];
		pblk_10320576980131672891 [label="e=238,votes=75"];
		pblk_16356773109631545775 [label="e=351,votes=75"];
		pblk_7763036831819784241 [label="e=213,votes=75"];
		pblk_14542341738151384969 [label="e=218,votes=75"];
		pblk_18320100062540984796 [label="e=8,votes=75"];
		pblk_185180392371656572 [label="e=312,votes=75"];
		pblk_5019989003567398895 [label="e=249,votes=75"];
		pblk_9242129812182093659 [label="e=66,votes=10"];
		pblk_17892111062551227535 [label="e=279,votes=75"];
		pblk_15497028945351544428 [label="e=48,votes=75"];
		pblk_13426594100104537692 [label="e=281,votes=75"];
		pblk_8250106847975449280 [label="e=83,votes=15"];
		pblk_11389224180809205152 [label="e=52,votes=75"];
		pblk_799250607983586626 [label="e=17,votes=75"];
		pblk_12487589242991896500 [label="e=46,votes=75"];
		pblk_879261802021318759 [label="e=239,votes=75"];
		pblk_12972697340433440756 [label="e=104,votes=10"];
		pblk_10800907317286218745 [label="e=214,votes=75"];
		pblk_1901494331312591085 [label="e=318,votes=75"];
		pblk_14406082649538634222 [label="e=357,votes=75"];
		pblk_13339873383104438673 [label="e=87,votes=15"];
		pblk_9814710522155137270 [label="e=293,votes=75"];
		pblk_9982944555857972951 [label="e=283,votes=75"];
		pblk_6773326138854747807 [label="e=286,votes=75"];
		pblk_4252752939210690536 [label="e=304,votes=75"];
		pblk_12001897762219800412 [label="e=225,votes=75"];
		pblk_7185714168705411503 [label="e=280,votes=75"];
		pblk_5162293042794009209 [label="e=10,votes=75"];
		pblk_15104532749304862742 [label="e=57,votes=75"];
		pblk_10422117785326612828 [label="e=310,votes=75"];
		pblk_2893540759693938209 [label="e=269,votes=75"];
		pblk_18022860689649688945 [label="e=54,votes=75"];
		pblk_3722115875611081736 [label="e=43,votes=75"];
		pblk_6808344205853346894 [label="e=89,votes=10"];
		pblk_6218263627565717502 [label="e=185,votes=75"];
		pblk_4627280892033888912 [label="e=311,votes=75"];
		pblk_3707740366172835965 [label="e=14,votes=75"];
		pblk_3299647831468327943 [label="e=192,votes=75"];
		pblk_6012896129706085502 [label="e=231,votes=75"];
		pblk_15763459992358382296 [label="e=291,votes=75"];
		pblk_13698501558178602073 [label="e=233,votes=75"];
		pblk_17994192947088888002 [label="e=266,votes=75"];
		pblk_16319620854708164968 [label="e=247,votes=75"];
		pblk_12299279210010799705 [label="e=277,votes=75"];
		pblk_14544584276365569659 [label="e=331,votes=75"];
		pblk_6914650192707389544 [label="e=307,votes=75"];
		pblk_10800125014078647194 [label="e=23,votes=75"];
		pblk_11632854677492167209 [label="e=202,votes=75"];
		pblk_7993813145242657696 [label="e=167,votes=10"];
		pblk_8686942800628668991 [label="e=276,votes=75"];
		pblk_17150616753492580018 [label="e=134,votes=15"];
		pblk_6723224366482505394 [label="e=295,votes=75"];
		pblk_17624820710658066820 [label="e=352,votes=75"];
		pblk_9466883406203884272 [label="e=325,votes=75"];
		pblk_14703380772614889278 [label="e=315,votes=75"];
		pblk_17925809872450180340 [label="e=189,votes=75"];
		pblk_15085310852303577484 [label="e=64,votes=15"];
		pblk_4701832367850972428 [label="e=32,votes=75"];
		pblk_14763808644141688343 [label="e=240,votes=75"];
		pblk_13266619305347279875 [label="e=56,votes=75"];
		pblk_701515284059589523 [label="e=145,votes=10"];
		pblk_6645907052203096989 [label="e=164,votes=15"];
		pblk_1833922002319658400 [label="e=186,votes=75"];
		pblk_10459560429228672198 [label="e=251,votes=75"];
		pblk_18246346399195830835 [label="e=200,votes=75"];
		pblk_5802922418954023351 [label="e=244,votes=75"];
		pblk_12539370638652290814 [label="e=16,votes=75"];
		pblk_6860475871782940642 [label="e=268,votes=75"];
		pblk_14982965893340172788 [label="e=50,votes=75"];
		pblk_9229500879138706215 [label="e=250,votes=75"];
		pblk_11434736555163385522 [label="e=25,votes=75"];
		pblk_6209720236298760737 [label="e=179,votes=15"];
		pblk_15014080126637954652 [label="e=207,votes=75"];
		pblk_9572877354943251180 [label="e=41,votes=75"];
		pblk_16988458371641818746 [label="e=301,votes=75"];
		pblk_4431176562360077102 [label="e=348,votes=75"];
		pblk_14445737514378783041 [label="e=290,votes=75"];
		pblk_1942389551521821015 [label="e=135,votes=15"];
		pblk_13028634173186568442 [label="e=229,votes=75"];
		pblk_5882180312819551016 [label="e=22,votes=75"];
		pblk_5788052985853685626 [label="e=337,votes=75"];
		pblk_11210190959821198518 [label="e=194,votes=75"];
		pblk_3796878924139319172 [label="e=58,votes=75"];
		pblk_14061051969015137329 [label="e=99,votes=15"];
		pblk_16590809366586544555 [label="e=330,votes=75"];
		pblk_15037711821825912268 [label="e=2,votes=75"];
		pblk_939017040904297172 [label="e=125,votes=15"];
		pblk_18439744131041357758 [label="e=358,votes=75"];
		pblk_6934570252660988178 [label="e=39,votes=75"];
		pblk_18391874337241721653 [label="e=334,votes=75"];
		pblk_17166632270441234107 [label="e=264,votes=75"];
		pblk_14392155453768857049 [label="e=29,votes=75"];
		pblk_13462880615020933906 [label="e=174,votes=15"];
		pblk_8522838297239640428 [label="e=204,votes=75"];

		pblk_8630606227001159212 -> pblk_15684611592285336104;
		pblk_14767051252037568496 -> pblk_8434939636810511718;
		pblk_9663499929086768621 -> pblk_6658845438145330501;
		pblk_8434939636810511718 -> pblk_3796878924139319172;
		pblk_10236914702760019856 -> pblk_6187519076053117576;
		pblk_15973830511221078977 -> pblk_3671081587677713074;
		pblk_13743645840253794849 -> pblk_14811713260117927825;
		pblk_5907153114815985501 -> pblk_8434939636810511718;
		pblk_18363469607677717259 -> pblk_13426594100104537692;
		pblk_10196234363465281345 -> pblk_10459560429228672198;
		pblk_9981587160826775472 -> pblk_8434939636810511718;
		pblk_3818846175186478134 -> pblk_8434939636810511718;
		pblk_3563424340122249680 -> pblk_5788052985853685626;
		pblk_6612608867417912058 -> pblk_8434939636810511718;
		pblk_3101617456640879481 -> pblk_5162293042794009209;
		pblk_10985144497779883415 -> pblk_13743645840253794849;
		pblk_1791869103187171554 -> pblk_12001897762219800412;
		pblk_9301203256619592567 -> pblk_16251487567454700834;
		pblk_5442389009872610177 -> pblk_4511772574419858889;
		pblk_15395936004395394308 -> pblk_14544584276365569659;
		pblk_6940540218507534735 -> pblk_11210190959821198518;
		pblk_3652921967192181165 -> pblk_13698501558178602073;
		pblk_8699107560449136546 -> pblk_16402615335374209380;
		pblk_4102917896938788828 -> pblk_11111239886753843710;
		pblk_11166592044445765902 -> pblk_8434939636810511718;
		pblk_16486106447017789037 -> pblk_14542341738151384969;
		pblk_16251487567454700834 -> pblk_9663499929086768621;
		pblk_16169899571704377516 -> pblk_10196234363465281345;
		pblk_4016143845193446009 -> pblk_10800907317286218745;
		pblk_6506585264382514697 -> pblk_17293055087207366812;
		pblk_8494929708167511697 -> pblk_4252752939210690536;
		pblk_11410807599154852512 -> pblk_8434939636810511718;
		pblk_11146708318223330456 -> pblk_8434939636810511718;
		pblk_7760110910856312038 -> pblk_8434939636810511718;
		pblk_4764032964729111133 -> pblk_11141990039748804753;
		pblk_15684611592285336104 -> pblk_9553114285942235724;
		pblk_14905860892503315219 -> pblk_6723224366482505394;
		pblk_6187519076053117576 -> pblk_6940540218507534735;
		pblk_13855675266924077567 -> pblk_9304782995858038523;
		pblk_149394209390491328 -> pblk_9466883406203884272;
		pblk_9288048112035441450 -> pblk_10800125014078647194;
		pblk_10680354656055650514 -> pblk_13433107069511620205;
		pblk_17332002476325482620 -> pblk_18391874337241721653;
		pblk_17756396129431288578 -> pblk_4701832367850972428;
		pblk_6658845438145330501 -> pblk_1867264822489153217;
		pblk_16402615335374209380 -> pblk_3563424340122249680;
		pblk_7953556462159348650 -> pblk_13648618894077967058;
		pblk_17381832293132395283 -> pblk_2766063659192573327;
		pblk_4511772574419858889 -> pblk_15037711821825912268;
		pblk_1493862742863225247 -> pblk_14392155453768857049;
		pblk_4639051212571619507 -> pblk_14905860892503315219;
		pblk_2531406200398476366 -> pblk_7859737175203890940;
		pblk_11111239886753843710 -> pblk_7971984416500986070;
		pblk_13789158327157885548 -> pblk_11389224180809205152;
		pblk_15204287636439533449 -> pblk_1791869103187171554;
		pblk_15275606017404654911 -> pblk_149394209390491328;
		pblk_7215244461418446105 -> pblk_242812878617564731;
		pblk_13198240084144081196 -> pblk_17252642569900753749;
		pblk_13648618894077967058 -> pblk_4639051212571619507;
		pblk_18371561939725533311 -> pblk_9933893158153566930;
		pblk_1867264822489153217 -> pblk_16169899571704377516;
		pblk_17226079077936886366 -> pblk_5970851039536373701;
		pblk_3671081587677713074 -> pblk_1833922002319658400;
		pblk_1495068249512434743 -> pblk_8434939636810511718;
		pblk_5679577790965164007 -> pblk_1901494331312591085;
		pblk_9558489118471192958 -> pblk_5679577790965164007;
		pblk_9304782995858038523 -> pblk_18371561939725533311;
		pblk_4003750593920685666 -> pblk_9814710522155137270;
		pblk_7497154963075969536 -> pblk_5442389009872610177;
		pblk_4819981925392964288 -> pblk_8434939636810511718;
		pblk_3316250465738304259 -> pblk_7497154963075969536;
		pblk_2766063659192573327 -> pblk_17925809872450180340;
		pblk_12009055588303699579 -> pblk_5985537496248385481;
		pblk_7958620243758871472 -> pblk_13198240084144081196;
		pblk_7971984416500986070 -> pblk_4764032964729111133;
		pblk_14811713260117927825 -> pblk_799250607983586626;
